userName,content,score,at
Lenia,"tolong balikin Jasa ekspedisi JNT, dropship butuh JNT",2,2025-04-08 10:55:08
Muhammad Ikhsan Marsaoly,semoga tetap sukses,5,2025-04-08 10:53:52
Ainani Tajrian,Tolong saat status pesanan dalam proses pengantaran diberitahukan nama dan nomor kurirnya karena sangat menyusahkan jika kurirnya ganti mulu,5,2025-04-08 10:53:48
Sonny Budiawan,"Sekarang lebih senang belanja di shopee,banyak bonus ongkir dan bisa COD, semoga ke depan bisa lebih ditingkatkan lagi, sukses selalu untuk Shopee 👍👍👍👍",5,2025-04-08 10:53:34
Titania Yy,mantap,3,2025-04-08 10:52:24
Bowo Sugiarto,"Terima kasih banyak ,",5,2025-04-08 10:51:45
Muhammad Daruquthni,Kenapa akun shopee aku gabisa login😩😩😩,5,2025-04-08 10:51:34
Zainudin Fattah95,sangat baik,5,2025-04-08 10:51:32
Imam Junaedi,4 dulu,4,2025-04-08 10:48:20
Oke Oke,bagus,5,2025-04-08 10:48:16
Agus Astono,bisa dipercaya untuk setiap pembelian barang,5,2025-04-08 10:46:59
Gembrot Ninine,SIIPP,5,2025-04-08 10:45:37
Stenly Rompis,Segala kemudahan ada di sini...,5,2025-04-08 10:43:41
"Sekar flower,Sidoarjo",ok bnget,5,2025-04-08 10:43:07
Dede Indra Gunawan,"selama aku blanja,,shopee masih amanah..smoga slalu amanah agar pembeli tdk kecewa..♥️",5,2025-04-08 10:43:06
Nuryani Ani,bagus,5,2025-04-08 10:42:51
Hayato_ wakan,"bagus siih cuman kadang pihak mitra reseler nya sebagian ada yg salah kerja karyawanya, dan ada juga yg iseng isi barang yg di terima rekan saya malah batu bata😁",5,2025-04-08 10:42:22
rayna Aliep,asik aman,5,2025-04-08 10:41:42
ayen liu,sopi bagus serba ada jadi mau cari sesuatu gampang,5,2025-04-08 10:41:34
Lista Pralina,cukup memuaskan,5,2025-04-08 10:41:03
Bayhaki Haki,mantap,5,2025-04-08 10:40:39
Suriansa Ancha,"banyak promo , hemat ongkir",5,2025-04-08 10:38:51
Ipung Adittya,bagus bgt si aplikasi nya murah lagi mksh shopee,5,2025-04-08 10:38:27
Firmansyah,terimakasih sangat mudah dan sangat membantu...sukses selalu....,5,2025-04-08 10:36:27
Ferry Irawan,"Shopee food nya susah dapat driver, kadang sudah dapat di cancel.",1,2025-04-08 10:35:05
sultan kaliber,ok,5,2025-04-08 10:34:29
Aan Riyadi,Kenapa ekspedisi sebagus ini dihapus? Kembalikan pengiriman jnt ekpress...!!!!!,1,2025-04-08 10:33:44
Yoshua Wake14,mantap,5,2025-04-08 10:33:38
Arif Junaidi,mantab nian,5,2025-04-08 10:32:50
Badrus Ristianto,"barangkali ada yang belum tau,? di aplikasi shopee bisa pesan makanan, dan minuman. tersedia di shopeefood. jangan lupa order ya, banyak promonya.",5,2025-04-08 10:32:13
Fiza Siti,aplikasi ini sangat bagus sekali,5,2025-04-08 10:31:13
Putri Anggraeni,bagus,5,2025-04-08 10:29:57
Bilqis Nur callysta,bagussssss,5,2025-04-08 10:29:40
Annabeth Imutt,"Aplikasi belanja online terjelek yang pernah saya download, iklannnya maksa lagi, gajelas banget",1,2025-04-08 10:29:20
Gusmedi Saragih Sumbayak,"pelayanan jelek, dan pengiriman sangat lama sampai.",1,2025-04-08 10:28:50
Hady Hady,"gratis pke vocher, tp ada tambahan sobtotal pengiriman 40k dan proteksi keamann 18k bnyak tambahannya, pengirimnnya 1minggu, pengen marah liatnya",1,2025-04-08 10:28:08
Afuh Bang,suksess selau buat pencipta app,3,2025-04-08 10:27:46
Seno Bisnis,Sangat membantu,5,2025-04-08 10:26:31
jussie martin,sangat bagus sekali 👍👍👍👍,5,2025-04-08 10:26:25
ahmad sulawi,Mantap,5,2025-04-08 10:26:20
Ikhsan Maulana,belanja hemat uang sehat hati senang,5,2025-04-08 10:26:03
Riris Wirdiana,syuka.... terimakasih sudah sgat membantu,5,2025-04-08 10:25:21
Andi Maulana Iskandar,bagusss,5,2025-04-08 10:24:56
sunan trio,saya sering belanja di sopi dan saya menyukainya bagi saya sangatlah membantu dari sekian lama saya menggunakan aplikasi sopi saya merasa nyaman pokoke okelah,5,2025-04-08 10:24:54
Erwink Madduu,Bgus,5,2025-04-08 10:23:27
Kudogawa kun,"2x sya di buat kecewa sma shopee .. 1. sya beli mkanan kucing, eh trnyata yg di kirim brang kdaluarsa ..kucing sya smpe muntah2 ,untung aj gk mati ..pdahal tko sudah star+ ,tp ngirim brang yg sudah kdaluarsa .. 2. sya beli korek elektrik, yg di kirim brang gk bisa nyala ..pdahal toko juga sudah star+ .. sya jd gk prcya lg sma tko2 star+ yg ad di shopee ..shopee trlalu mudah buat kasih star+ k tko yg shrus ny gk lyak dpet star+ ..kya ny perlu di rubah sdikit untuk penilaian tko yg ad di shopee ..",1,2025-04-08 10:23:14
Safri Yawan,bagus,5,2025-04-08 10:22:54
Bagus AdyPriyan,sangat bagus,5,2025-04-08 10:22:19
Juma Kosim,sangat membantu,5,2025-04-08 10:22:00
Siti Masidah,bagus,5,2025-04-08 10:21:52
Yelzzzx,sangat bagus dalam memesan barang tanpa pergi ke mana mana,5,2025-04-08 10:21:25
Azkha Putra,"belum add yg mengecewakan, semoga tak add lah... makin maju makin lancar semuanya aja",5,2025-04-08 10:20:37
Huma Ira,mantap..,5,2025-04-08 10:20:32
Kentuds Saja,mantep tempat belanja dengan mudah,5,2025-04-08 10:20:23
11 MINE 11,"(1) Belum tersedia metode pembayaran menggunakan QRIS. Padahal di eCommerce pesaing sudah tersedia metode pembayaran menggunakan QRIS (2) Verifikasi pembayaran atau transfer Seabank di aplikasi Shopee masih menggunakan PIN, belum bisa menggunakan Sidik Jari",1,2025-04-08 10:19:51
Umi kho,"Knp Tidak pakai jnt lg ekspedisi spx area papua leletnya minta ampun, kadang barang kita di kembalikan lg tanpa pemberitahuan. lelet bisa sampai 5-10 hari dr estimasi terus di kembalikan ke penjual tanpa pemberitahuan. akhirnya pihak sophe menon aktifkan sistem cod saya, padahal kesalahan pihak spx sendiri",4,2025-04-08 10:17:58
Galang Yudoyono,sangat membantu,5,2025-04-08 10:16:45
Gusmiarti 71,"aplikasi ini bagus dan sangat sangat bagus sangat bagus. bagus bangett, banget bagus",5,2025-04-08 10:15:32
Jainal Abidin,cakeep,5,2025-04-08 10:15:21
Panji Ridwansyah,baguss banget semua barang ada tapi aga sedikit telat ngantar paket saya nya tapi GK papa saya tetap suka,5,2025-04-08 10:14:46
putry elfina,pengiriman lama bgt elah muak kali aku,2,2025-04-08 10:13:37
Thio Kibelga Zura,mantap pokok nyaa,5,2025-04-08 10:12:15
Iqbal Sad,bgus bnget,5,2025-04-08 10:11:56
Zaenal Arifin,mudah d gunakan transaksi mudah dan cepat...,5,2025-04-08 10:08:02
Ari Shevchenko Milano,Aplikasi sampah busukk,1,2025-04-08 10:07:02
Indra Agus,Mantap,4,2025-04-08 10:07:01
Nabila Kultsum,sangat baik,5,2025-04-08 10:05:12
Agus Rianto,Mantap....cepat..,5,2025-04-08 10:05:03
Alon Kecko,"lama pesen es keburu cair gara"" driver dobel order",1,2025-04-08 10:04:59
Khomari Bagus,siip,5,2025-04-08 10:04:36
SAIPUL RAHMAN,"aplikasi selalu membeku seolah mereka tidak mau rugi, semoga mereka meleleh di neraka",1,2025-04-08 10:04:28
Ari Yati,sangat senang sekali belanja d ahope,5,2025-04-08 10:04:15
adit setiawan,order makanan sampek lama...beginilah kalo aplikasi belanja kebutuhan baju di gabung dengan makanan.....bug everyware,1,2025-04-08 10:03:53
Milah Jamilah,barangnya sesuai dgn gambarnya,5,2025-04-08 10:03:34
alvinus pelawi,"terimakasih shopee belanja asik dan nyaman, cepat respon barang selalu sesuai dengan pesanan, maju terus",5,2025-04-08 10:02:29
Lia amelia Melmel,membosankan,2,2025-04-08 10:02:05
cizu Cizuka,"kurir spx sekarang makin kacau, bukan main lamanya padahal jarak dekat JKT - Banten. Perbanyak kurir sicepat aja, memang paling cepat ya sicepat",1,2025-04-08 10:01:31
"HR. Haris Moeljanto, MM",pelayanan refund cepat,5,2025-04-08 10:01:11
Nasbita Jendalit,makin kesini makin lama aja pengirimannya,3,2025-04-08 10:01:10
Ryan Hidayat,selalu tepat waktu dlm pengiriman n kurir nya ramah n sopan,5,2025-04-08 10:00:41
kim slowlye,"untuk barang dan layanan udah bagus , tapi kurirnya agak lain udah sering telat + gk ada ramah2nya",4,2025-04-08 10:00:02
Hendra Pria,barang harus nya datang tanggal 5 di tunda lagi dan yang shock belakang harusnya datang tanggal 7 gak datang juga ini pengiriman gmn whoiii di notif pengiriman dalam menuju alamat anda php php gua belain brlanja di shopee di tokped kok gercep . unistall kembali ke yang ijo,1,2025-04-08 09:59:23
zumri yanto,"request fitur untuk bikin folder wishlist, jadi kita bisa membuat kategori barang yang bisa diprioritaskan untuk dibeli, karena fitur wishlist saat ini membuat barang yang pernah di wishlist tenggelam dan dilupakan untuk dibeli",4,2025-04-08 09:58:03
Ahmad Sobirin,sangat baik,5,2025-04-08 09:55:52
Nia Capicorn,layanan jasa kirim rata2 hanya bisa shopee Xpress... mana ngirimnya lelet banget,2,2025-04-08 09:55:12
ROY-WS,"Pokonya Mantappp,shopee sllu menjadi langgananku..",5,2025-04-08 09:54:04
Fadlan Verdian,top,5,2025-04-08 09:54:02
Moh Yusuf,oke,4,2025-04-08 09:53:46
Rafika Fika,sudah tidak bisa COD 😔,3,2025-04-08 09:53:26
Rsa,"suka promonya, ga suka pengirimannya😔💔 opsi hanya menyediakan spx dan spx saja, mana nyampenya 5-7 harian padahal dulu 2-3 hari aja sampe. tolong tambahin jnt lagi lah min biar satset ga drama nyangkut/mbludak orderannya. 🥺❤",2,2025-04-08 09:53:01
Khen Ayu,bagusss,5,2025-04-08 09:52:09
Zidan “Juanda”,sangat membantu,5,2025-04-08 09:51:41
dhani alfiyanto,penggunaan shopee dan menggunakan shopee paylater harap berhati-hati. terutama saat pengembalian barang dan dana. jika sudah di bayarkan maka dana susah dan atau tidak bisa kembali ke rekening dan itu akan merugikan pembeli..🔥,1,2025-04-08 09:51:20
Neni Crue,mempermudah pembelian barang yg q inginkan..hrga variatif mulai dr yg muuuraah sampai mahal ada semua..pokok luv u shopee🥰,5,2025-04-08 09:49:11
Nimerni Zai,shoppe sangat membantu untuk berbelanja yang sangat praktis yang penting Ok banget nyaman dipakai,5,2025-04-08 09:49:06
Ade Boxer,shopee tolong blokir penjual yang tidak sesuai gambar dengan apa di sampaikan atau yang jual 🙏,5,2025-04-08 09:47:13
Muari Muhammad,emang enak belanja di shopee tempat belanja yang baik dan bila telat pengiriman customer mendapatkan vocer 10.000 makasih shopee,5,2025-04-08 09:47:11
Baru New,"pelayanan pihak cs shopee sangat buruk & pengiriman lama 8 hari report ke cs pun lama 4hari kerja baru bisa ditangani, fiturnya minim banget buat return/pembatalan dll di persulit, lebih baik di aplikasi sebelah Lzdaaa dll",1,2025-04-08 09:46:36
Mas andrian,Baru buka langsung masuk vidio ga suka bgt bikin lemot.. kembalikan langsung beranda dong. terimakasih,3,2025-04-08 09:45:20
DiirVaTriE 2016,"sorry turunin bintang krena ga jlas pengiriman trlalu lama mesen dri tanggal 24 smpe kini tak dteng2,kumpulin aja paket dalam gudang smpe lumutan",1,2025-04-08 09:44:38
sang prabu,ini shope gimana.byk penipu jual hp palsu ko ga di tindak di biarin aja jualan. byk konsumen yg dirugikan,3,2025-04-08 09:43:47
Suhendi Mendi Enggi Mendi Enggi,ok lah pokoknya,5,2025-04-08 09:43:32
Susanawaruwu Susan,lumayan bagus,4,2025-04-08 09:43:13
Faiz Nur fajr,terbaik..!! 🥰,5,2025-04-08 09:41:41
Andrii addinattakids,"semenjak pisah dari j&t jadi lama banget pengiriman , udah seminggu masih di kemas astaga",1,2025-04-08 09:40:52
Boen Putro12,ok pokoke,5,2025-04-08 09:40:18
Baru Lia,ok,5,2025-04-08 09:39:19
Jimintozzi Tozzi,shopee luar biasa aplikasi simpel gampang di pahami buat jualan dan belanja pokonya oke banget,5,2025-04-08 09:38:57
untungriyadi 593,pengiriman lambat,2,2025-04-08 09:38:50
Jajang Permana,mantap,5,2025-04-08 09:37:47
Novita Siamiloy,Shopee Membuat saya bisa belanja dengan aman. Shopee terpercaya👍🙏,5,2025-04-08 09:37:33
Ayyub Iribaram,sangan memuaskan,5,2025-04-08 09:37:22
Sae Nunu,"maaf, suka sih cuma heran kenapa shopee di aplikasi sy harganya mahal""sementara shopee di aplikasi temen sy ko murah"",ko beda...???",4,2025-04-08 09:37:20
Fitri Maulana,sy gk bisa login shopee lagi,3,2025-04-08 09:37:11
BOX PITOE,bagus,5,2025-04-08 09:36:39
Tities Rahayu,Sangat2 membantu 👍👍👍👌👌👌,5,2025-04-08 09:36:31
So Cute,"aplikasi nya bangus banget ,,, dari dlu pake shopee",5,2025-04-08 09:35:06
Hendi Hendi,Sangat membantu tolong di permudah lagi ya kk untuk pitur nyah terima kasih,5,2025-04-08 09:34:05
Rafif Al Azhar,mantap,5,2025-04-08 09:34:05
Wiwin Supriadi,Selama ini pelayanan Shopee sangat bagus,5,2025-04-08 09:33:48
ShoffiyA kids,"shopee sekarang gasopannnnn banget tiap pemberitahuan langsung masuk ke shopee, males bgt jadinya",1,2025-04-08 09:33:34
Zivilia Agesti,good,5,2025-04-08 09:33:07
Syifa Jumat,oke,5,2025-04-08 09:32:37
Muhammad Adi Rachmad Hermanto,gk jelas,1,2025-04-08 09:32:18
FebiYanti Lestari,bagus,5,2025-04-08 09:31:52
Ani Ani,bagus kali,5,2025-04-08 09:29:17
Ade Sutrisna,Makin kesini makin banyak yg ga bisa COD. Jadi pada pindah ke toko sebelah.. ini masalah sangat serius..,3,2025-04-08 09:29:15
Puspo Joss,selalu tepat waktu,5,2025-04-08 09:28:31
Ris_saldi #116,keren aman dan terpercaya,5,2025-04-08 09:28:23
Mohammad Halim Nawawi,Biaya admin kok di bebankan ke seller mana 8% lagi,1,2025-04-08 09:27:05
Abdur Rohim,Semoga sukses selalu 👍,1,2025-04-08 09:26:32
RAFKA Aka,Tolong kembalikan paylater saya,5,2025-04-08 09:26:26
Syahrul Wtp,pengiriman lama,2,2025-04-08 09:26:18
fransiska sue,bagus,4,2025-04-08 09:25:52
Muhamad Ahmad,oke,5,2025-04-08 09:23:40
Zhira Adhelia,👍👍👍,5,2025-04-08 09:23:22
Anisa Dini setiawati,mempermudah belanja🫰🏻,5,2025-04-08 09:23:18
Kha Erun,ok,5,2025-04-08 09:22:19
aulia mumtazah,"shopee tanam air nya sering di Korup, masa saya dapat 120 air dari teman pas di siram cuman 100 lah 20 nya kemana??? udh sering kek gitu. mana tanam pohon emas harus bayar 500 koin tapi air nya di korup",3,2025-04-08 09:21:15
Susela,keren,5,2025-04-08 09:19:23
Alex Jon,Shopee sanggat membantu,5,2025-04-08 09:18:57
Muh Natsir,baru menginstal semoga lancar,5,2025-04-08 09:18:45
Beli Minyak,shopee dapat dipercaya sehingga meras aman ketika berbelanja,5,2025-04-08 09:17:47
bread,buruk apk nya dana aku lambat kali babi baleknya moga bangkrut,1,2025-04-08 09:16:43
Youhelson Adhe,terbaik terbaik,5,2025-04-08 09:13:31
Rahma Yanti,mantap,5,2025-04-08 09:13:10
Muhamad Azharalviyan,keren,5,2025-04-08 09:12:07
Mohammad Arafah,mamtap,5,2025-04-08 09:11:42
lucky coins,Sangat rekom buat belanja online,5,2025-04-08 09:11:42
Marselinus Yodiardus Son,belanja mudah aman dan nyaman,5,2025-04-08 09:11:02
Raudatul Hasanah Pasaribu,bagus dan baik,5,2025-04-08 09:10:57
Abdullah Asiyah,andalan,5,2025-04-08 09:10:34
Rusnia Zaen,"Kenapa J&T di Hapus..??!! Padahal Udah Nyaman Saya Makek J&T Bertahun Tahun, Eh Sekarang Malah di Hapus. Kasian Yang di Kampung2 Expedisi Lain Banyak Yang Tak Masuk, Lelet Juga Yang Lain, Malahan Banyak Yang Tak Nyampek Rumah, Kalau J&T Nyaman Kurirnya Ramah, dan Ketika Barang Tak Nyampek Juga Nyaman di Ambil di Gudangnya. Tolong di Pikir2 Lagi Kalau Shopee Masih Mau Tetap Exis Menjadi Platform Blanjan Online No. 1. Klu Ada Sistem Yang Tak Beres di J&T Suruh Perbaiki. Tapi jgn di Hapus di Shope",2,2025-04-08 09:10:08
Septi Ana,bagus sekalii,5,2025-04-08 09:09:45
Aii Nurainii,"Saya belanja di shopee knapa gak pernah sesuai sihhh 😭 Padahal ulasan tokonya bagus bagus tp pas saya pesan barangnya sering tidak sesuai . Tp gak pernah pindah ke apk belanja online lain selain shopee , udah senyaman itu sama shopee",2,2025-04-08 09:09:15
RAFI MUHAMAD SAPUTRA,"setelah ga ada jnt, pengiriman pake spx sabgat"" bapuk, paket muter"" padahal jadi depok ke depok tapi 5 hari belom sampe, kalo gini saatnya beralih ke e-commerce yg lain. bye shp",1,2025-04-08 09:08:35
Kurnia Al,No.1 di Indonesia,5,2025-04-08 09:08:08
mukri hartanto,lebih murah,5,2025-04-08 09:06:56
Muhammad Fadly,sy salah satu org yg setia brbelanja d shope dan ngga prnh belanja d tempat lain. tapi krn pemutusan hub antara shope dan jnt kami d d pelosok susah mendaptakan barang dgn waktu cepat. smua estamasi pengiriman selain jnt sangat lama butuh 15-20 hari.,1,2025-04-08 09:06:51
Wahyu Hidayat,"Kebijakan dari shoope buruk, shopee lebih mendahulukan kepentingan seller dari customer, harganya juga jauh lebih mahal dari pada Online shope yg lain...",1,2025-04-08 09:05:22
yoko Firli,ini shopeee nggk baguss bangettt masa udah dua minggu pengajuan dana dikembalikan terus dana nggk di kasih kasihhh padahal paket nggk saya Terima sama sedikitpinn,1,2025-04-08 09:05:00
Aisyah 133,sangat bermanfaat sekali untuk kaum mendang mending,1,2025-04-08 09:03:52
Game Over,sangat membantu,5,2025-04-08 09:02:24
Eko Setiawan,"karena saya terbantu dgn adanya shopee,bisa dgn mudah berbelanja",5,2025-04-08 09:02:17
Deandra Safira,saya asal belik selalu bagus brng nya GK prnh jlk,5,2025-04-08 09:02:10
syakur Nauby,"Terimakasih shopee telah membantu dalam sarana belanja, tingkat kan terus kualitas layanan",5,2025-04-08 09:01:55
Ekowisnu Prabowo,andalan di setiap kebutuhan,5,2025-04-08 09:01:43
Sesa,"ini shopee lgi kenapa yah? setiap buka aplikasi nya, beberapa menit kemudian hp saya ngeleg layar nya gk bisa diapa apain harus dimatikan ulang.kadang sampai gk bisa dimatiin sama sekali hp ny sampai berjam jam.tolong ya diperbaiki lgi, karena ngeleg kya gini setiap buka aplikasi shopee aja,sedangkan aplikasi yg lainnya gk kya gini",4,2025-04-08 09:00:38
Asep Arman,"terbantu bgt sih belanja disini jarang mengecewakan tapii ongkir ke kab Karanganyar jangan mahal2 dong,, harga barang murah tapi mahal di ongkir",5,2025-04-08 09:00:28
Annisa Fitri,plcc ko mau pesen barang apapun ga bisa COD si? Shopee nya error? kalo iya tolong di perbaiki,3,2025-04-08 09:00:27
Andy Kurnia,"tempat belanja online yg nyaman,tp untuk toko2 yg jual barang kw atau toko yg ngirim tdk sesuai foto dan deskripsi harap dikasih peringatan",4,2025-04-08 09:00:06
AIUEO,"SHOPEE Diambang kehancuran ditinggalkan konsumen dengan kebijakan menghapus expedisi JNT, ibarat kacang lupa kulit, jasa kirim SPX hanya memperbangkut karena jelek tidak profesional dan tak bermutu",1,2025-04-08 08:56:22
Maini Maini,ok bnget,1,2025-04-08 08:55:45
Erwin Jelek,sangat baik,5,2025-04-08 08:54:28
Ru To,ok,5,2025-04-08 08:53:09
Buraza Bacehoku,"sekarang shopee sudah menjadi aplikasi kapitalis, login saja dipersusah terutama untuk pengguna hp entry level lawas ram 2, login akun wajib verifikasi, dan hanya disediakan verifikasi melalui wajah saja dan saat verifikasinya berhasilpun akun tetap belum login karena terlalu berat untuk melakukan multitasking seperti hal diatas. kalau begitu mending sekalian buat shopee tidak kompatibel dengan hp ram 2 saja di playstore percuma bisa instal tapi tidak bisa login.",1,2025-04-08 08:52:52
Sweet 13,belanja di shopee asik. semoga di tingkatkan lg kenyamanan dan keamanan bagi konsumen....yg belanja di shopee....,5,2025-04-08 08:51:02
Baku Ryu,ok,5,2025-04-08 08:50:23
Mufida khoirunnisa Nisa,baik,5,2025-04-08 08:49:47
Malup Amin,mantap,4,2025-04-08 08:48:35
Azka Bara,terpercaya,5,2025-04-08 08:48:20
Dewiii Sulistyowati,KENAPAA SALDO SHOOPE PAY NYA LEBIH TAPI GABISA DI PAKEEEE😔😔💔🌹,3,2025-04-08 08:47:38
Anichan Kawai,keren lumayan tapi menurut ku bestt👌👌👌👌👌💕,4,2025-04-08 08:47:19
Endin Nurdiana,sangat puas sekali,5,2025-04-08 08:46:13
Idris Syamsiar,"sayang payletter saya tidak dapat digunakan, tolong management shopee paylatter saya difungsikan",5,2025-04-08 08:45:32
Jasmin SS,Terimakasih shopee The best buat mu,5,2025-04-08 08:43:45
ANTARIKZSA RECORD,"The Best.👍👍 Saya suka Shopee yg sekarang. Tidak ribet seperti dulu. Untuk Paylater dll mudah diproses. Tolong pertahankan. Saran saya, untuk Toko2 yg gk jelas dan niat menipu, hapus saja dari Shopee. Biar nama Shopee tdk tercemar krn ulah orang2 yg tdk bertanggung jawab. Terimakasih.🙏",5,2025-04-08 08:41:52
dede priyadi,Jasa pengiriman nya ga bisa milih. Malah bikin kesel,4,2025-04-08 08:41:21
Cigarogol Hp,apk ini bisa mengurangi ongkir yg begitu mahal,5,2025-04-08 08:40:59
Nur Aisyah,thanks you shopee,5,2025-04-08 08:40:36
nagato,"semenjak j&t tidak lagi bekerja sama dengan shopee saya dan keluarga memutuskan untuk tidak belanja apapun lagi di toko oren ini, pwih",1,2025-04-08 08:40:00
Nining Yuhardani,"Sekelas CS PLATINUM left chat gitu aja padahal aku blm.kelar ngetik, dan itu blm lama. minum attitude",1,2025-04-08 08:37:55
Juan Mukri,Tolong dong jangan muncul iklan Mulu setiap lgi ngegame tiba tiba masuk ke aplikasi Shope toklo apa ya kencleng tolong lah su,1,2025-04-08 08:37:09
Rayhan Indra,rekomendasi,5,2025-04-08 08:35:23
Faisal Haris,mantap,5,2025-04-08 08:33:18
M. N. Haq B.,Semenjak 1 April dengan dikabarkannya pemutusan kerjasama Shopee dengan J&t. Pengiriman paket jadi molor terus😌.,3,2025-04-08 08:32:34
Saiful Anwar,ok,5,2025-04-08 08:31:53
yonotok73 official,"jasa kirim mulai lambat, malah lewat estimasi, waduhhh🤑",2,2025-04-08 08:30:36
Mahmud Alfret Silla,Shopee yg terbaik🥰,5,2025-04-08 08:30:33
